patient_id,arrival_ts,got_greeter_ts,release_greeter_ts,got_reg_ts,release_reg_ts,got_vaccinator_ts,release_vaccinator_ts,got_scheduler_ts,release_scheduler_ts,exit_system_ts
47,15.64175705724731,15.64175705724731,15.911626686585514,15.911626686585514,17.397593201776893,17.397593201776893,20.95552649590463,20.95552649590463,22.2824309334811,36.104143001079684
44,14.581231792717421,14.581231792717421,14.866294126218602,14.866294126218602,16.799750906136172,16.799750906136172,20.789516557318358,,,36.14717274828736
46,15.36535261710005,15.36535261710005,15.649716610082068,15.649716610082068,17.398534602817666,17.398534602817666,22.163217420644468,,,37.453252227715495
49,17.500706062322845,17.500706062322845,17.818765502897776,17.818765502897776,18.68367786838561,18.68367786838561,22.586911063575172,,,37.68394455153184
52,18.759436388045653,18.759436388045653,19.04985456932032,19.04985456932032,19.468533032274742,19.468533032274742,23.055497983612767,23.055497983612767,23.793150707758926,38.37593255654731
59,20.285743241732348,20.285743241732348,20.58281894767918,20.914695541082946,21.045048618846405,21.045048618846405,24.729604954464193,24.729604954464193,25.847144349888413,39.89111594061967
51,18.731774308222704,18.731774308222704,18.945050987427138,18.945050987427138,20.68089733558735,20.68089733558735,24.30688530159368,,,39.94279044734654
50,18.397504009215925,18.397504009215925,18.73474726529699,18.73474726529699,21.548829940185588,21.548829940185588,25.390455410082662,25.390455410082662,26.408771367786482,40.425559206658974
57,19.725956112462875,19.725956112462875,19.92421188539164,20.76664262864768,20.914695541082946,20.914695541082946,24.92429978878101,,,40.57762145599743
54,19.22259617128845,19.22259617128845,19.46144287460054,19.46144287460054,20.76664262864768,20.76664262864768,25.52021523416445,,,41.17378838327238
55,19.55294833949806,19.55294833949806,19.73246623228007,19.73246623228007,21.692776911385163,21.692776911385163,25.89407696084747,25.89407696084747,26.92951754549004,41.24682923581991
53,19.01485912191904,19.01485912191904,19.248529294125763,19.248529294125763,20.898679639865154,20.898679639865154,26.032611717501574,,,41.302311418220256
60,21.538037425206582,21.538037425206582,21.80104768500031,21.80104768500031,21.99572559902477,21.99572559902477,26.19857678259561,26.19857678259561,27.14716552583015,41.36362527826235
58,20.017248254645462,20.017248254645462,20.188840563419312,20.898679639865154,22.196623999408324,22.196623999408324,26.703337825685473,26.703337825685473,27.838834766893257,41.9140681145088
56,19.58254825012871,19.58254825012871,19.80633976296105,20.68089733558735,21.708468708228455,21.708468708228455,26.76718915735004,,,42.19070953651076
66,23.737696545118986,23.737696545118986,24.009526330234877,24.009526330234877,24.308187628272368,24.308187628272368,27.628326604342988,,,42.81386590179107
65,23.533426196863545,23.533426196863545,23.783305939695875,23.783305939695875,24.123580670961477,24.123580670961477,27.705870184895975,27.705870184895975,28.569494793311517,43.241281905340415
61,22.929650036307205,22.929650036307205,23.156495495630125,23.156495495630125,23.450261058481015,23.450261058481015,27.61566590134081,,,43.54711553088636
64,23.375992624770355,23.375992624770355,23.618989275198327,23.618989275198327,24.285323234253365,24.285323234253365,28.03233497420213,28.03233497420213,29.39657527128134,44.28734689026417
62,23.142382527068715,23.142382527068715,23.425745344607375,23.425745344607375,23.49924976702617,23.49924976702617,28.027373550104777,28.027373550104777,28.778915028977753,44.471783326204736
63,23.206006699826464,23.206006699826464,23.41311009684553,23.41311009684553,25.134767926095424,25.134767926095424,29.560369159350586,,,44.858878219512675
67,24.451684039713815,24.451684039713815,24.746391569975593,24.746391569975593,25.701395717520104,25.701395717520104,29.949662206041218,29.949662206041218,31.02503256693898,45.02458892121218
68,24.977259689696734,24.977259689696734,25.288873580599624,25.288873580599624,26.471146678987353,26.471146678987353,30.275870622798706,,,45.31404001496989
74,27.851323692357763,27.851323692357763,28.061531623182002,28.061531623182002,28.3659959733643,28.3659959733643,31.735026066686867,,,46.83448067184856
75,28.016915234740377,28.016915234740377,28.293123182338565,28.3659959733643,28.51773024899273,28.51773024899273,32.48827331206545,,,47.64444782977194
69,27.15844911593881,27.15844911593881,27.395490464959565,27.395490464959565,28.42927926226274,28.42927926226274,32.558993489596176,,,47.652473544279076
71,27.38767905481408,27.38767905481408,27.543037991309067,27.543037991309067,27.768589051758646,27.768589051758646,32.213809438907546,32.213809438907546,33.35719413640289,48.765663634157804
78,29.32439188916905,29.32439188916905,29.587359897744822,29.587359897744822,29.711082673532008,29.711082673532008,34.11258457368388,34.11258457368388,35.31259326793831,49.30009867968205
73,27.78075666217567,27.78075666217567,27.95855789595515,27.95855789595515,28.418725327087028,28.418725327087028,33.79701157168268,33.79701157168268,34.46714138006068,49.551133967990594
80,29.702448144249534,29.702448144249534,30.012058212867988,30.012058212867988,30.65468201250602,30.65468201250602,34.67249013613126,34.67249013613126,35.60507090049579,49.90262377775857
79,29.598043729236654,29.598043729236654,29.85405790785518,29.85405790785518,30.573681865283458,30.573681865283458,34.55068843374899,34.55068843374899,35.136811922045396,49.95034700544421
77,29.31455200144048,29.31455200144048,29.4542712336835,29.4542712336835,29.64936704132211,29.64936704132211,33.84314247688792,,,49.96572809531962
70,27.34764401031101,27.34764401031101,27.548660954596627,27.548660954596627,31.48451904536659,31.48451904536659,34.92516423222789,,,49.979342115064014
72,27.445296296197178,27.445296296197178,27.659220711568036,27.659220711568036,30.723085799761776,30.723085799761776,35.24471081171079,35.24471081171079,36.645408451257126,50.38066989629632
76,28.330326619548455,28.330326619548455,28.57148913571034,28.57148913571034,31.299880342344117,31.299880342344117,35.29008459655794,,,50.65843370029849
81,30.32884801093574,30.32884801093574,30.609360617366164,30.609360617366164,30.792435131612432,30.792435131612432,34.70051718839433,34.70051718839433,35.81738059139781,51.251433967849124
82,30.846018295544866,30.846018295544866,31.12603645431039,31.12603645431039,32.836185813545995,32.836185813545995,36.366547954574216,,,51.46261991894803
83,31.282458664719858,31.282458664719858,31.52474534182442,31.52474534182442,31.79677937393607,31.79677937393607,35.57202787295189,35.57202787295189,36.77782704082924,51.936621330183556
87,32.818252252330836,32.818252252330836,33.145113019028024,33.145113019028024,33.549672916370056,33.549672916370056,37.6651999596037,,,52.72385858292136
86,31.757124985076292,31.757124985076292,32.00002053876077,32.00002053876077,33.1559737140009,33.1559737140009,37.653295361684464,,,52.73191076419635
84,31.447644969810693,31.447644969810693,31.80269469132369,31.80269469132369,32.713938890796484,32.713938890796484,36.89372155907463,36.89372155907463,37.72495541362945,52.780888742298174
92,33.93982215321389,33.93982215321389,34.18799951103029,34.18799951103029,34.49407693185736,34.49407693185736,37.8916486757869,37.8916486757869,39.397641085575465,53.295448257274664
89,33.2214968203032,33.2214968203032,33.460388803413174,33.460388803413174,34.049263308905125,34.049263308905125,38.41804871529576,,,54.000291749901464
90,33.25248644590605,33.25248644590605,33.511282431066356,33.511282431066356,34.80905250686283,34.80905250686283,38.48621017898985,38.48621017898985,39.48705054355241,54.013693351415945
88,33.065856547127545,33.065856547127545,33.327284675483,33.327284675483,35.05565706210069,35.05565706210069,39.18283761336244,39.18283761336244,40.36451297835517,54.52058181513708
93,34.379034508493234,34.379034508493234,34.68878272012004,34.68878272012004,35.413143653723345,35.413143653723345,39.60132584563571,39.60132584563571,40.57788343099694,54.60276187527296
85,31.572243981419078,31.572243981419078,31.829638296536213,31.829638296536213,34.79250532990115,34.79250532990115,38.77142574207019,,,54.82701472252318
91,33.63369099812016,33.63369099812016,33.911121349055016,33.911121349055016,37.11266445392094,37.11266445392094,40.97524638062787,40.97524638062787,41.44906738661454,56.10505639195633
95,36.959122128048946,36.959122128048946,37.199418448067895,37.199418448067895,37.70042998697191,37.70042998697191,41.48635961601808,41.48635961601808,42.567850389946535,56.64094876454688
94,35.68593057059979,35.68593057059979,35.97221509042556,35.97221509042556,37.440081910877694,37.440081910877694,41.257883296226424,41.257883296226424,42.19674451502843,57.06046163064748
97,38.433374464176005,38.433374464176005,38.67427277134225,38.67427277134225,39.30695007424556,39.30695007424556,42.952332179641125,,,58.00756885188275
98,38.49712583320202,38.49712583320202,38.800624592560204,38.800624592560204,39.46862567963783,39.46862567963783,43.430293436863295,43.430293436863295,44.49188808530839,58.44671751465311
96,37.70118802851135,37.70118802851135,37.97201235521477,37.97201235521477,38.29301905553786,38.29301905553786,42.70112053478331,42.70112053478331,43.584716794945734,58.69171001590606
102,39.01491676943925,39.01491676943925,39.252108405299175,39.252108405299175,40.59347494246906,40.59347494246906,43.78881229949907,,,58.78951749710679
99,38.559604343718846,38.559604343718846,38.73034870862825,38.73034870862825,38.80902484792643,38.80902484792643,42.80777679747543,,,59.30226846890864
101,38.98048267534403,38.98048267534403,39.288134059487135,39.288134059487135,40.74580043556505,40.74580043556505,44.13025820182027,44.13025820182027,44.96911024485802,59.61820605540641
103,39.17846973373913,39.17846973373913,39.45861173698319,39.45861173698319,39.59050924101375,39.59050924101375,43.86701247393931,43.86701247393931,44.83913061401731,59.829077896687366
105,39.988148817345305,39.988148817345305,40.267064255815335,40.267064255815335,41.26658808652253,41.26658808652253,45.31819857663519,45.31819857663519,46.00208209892795,60.381129294904134
106,40.45309788599145,40.45309788599145,40.70128072217563,40.70128072217563,40.836773826605274,40.836773826605274,45.07294931274618,45.07294931274618,45.95041072061785,60.632621678360195
100,38.752633665992036,38.752633665992036,38.88073751215048,38.88073751215048,40.10777638767107,40.10777638767107,45.02696720573854,,,60.74852340278866
110,41.907295689037674,41.907295689037674,42.12086948542718,42.12086948542718,42.174247109272734,42.174247109272734,45.92328380485438,,,61.384551291611565
107,40.92870175153103,40.92870175153103,41.270823095570215,41.270823095570215,41.498683661197305,41.498683661197305,44.778756346616845,,,61.48517997613799
109,41.54868022634612,41.54868022634612,41.83184851705977,41.83184851705977,42.470338413623686,42.470338413623686,46.607102226661716,,,61.64097293277223
104,39.78030741907686,39.78030741907686,40.06788574957926,40.06788574957926,42.445062441335494,42.445062441335494,46.74649635330567,46.74649635330567,47.965906202460616,61.754710534156345
108,41.063207508776884,41.063207508776884,41.37691390280024,41.37691390280024,42.501438839213385,42.501438839213385,46.48693736741417,,,62.01544355506982
111,43.730074833030415,43.730074833030415,43.94101023490813,43.94101023490813,44.236608040376005,44.236608040376005,48.121411485803996,,,63.24670893605009
112,44.34389927274447,44.34389927274447,44.56438774672051,44.56438774672051,45.355294000186916,45.355294000186916,48.34074865523726,48.34074865523726,49.51276876315929,63.976801474298505
113,44.95743212185952,44.95743212185952,45.22561599065989,45.22561599065989,45.25258933647364,45.25258933647364,49.22254428617455,49.22254428617455,50.55553944383238,64.38652096780048
114,45.03593081646582,45.03593081646582,45.29737390831886,45.29737390831886,46.079592074924115,46.079592074924115,50.21302257848971,,,65.68987387138426
116,45.77417311471303,45.77417311471303,46.07850185119045,46.07850185119045,46.33392972928857,46.33392972928857,50.87884131976376,,,66.3151010314522
124,47.74139083686306,47.74139083686306,47.89886868684136,47.89886868684136,47.92367243698985,47.92367243698985,51.60522831798411,,,66.61498002478835
115,45.773032726060144,45.773032726060144,45.95301632762353,45.95301632762353,47.807688941493694,47.807688941493694,51.56847410995653,51.56847410995653,52.711740165207516,66.63810996837738
119,46.35027277693804,46.35027277693804,46.625482049356265,46.625482049356265,46.66998723219637,46.66998723219637,51.240419985001076,51.240419985001076,52.219758369835766,66.63977871125007
117,45.871823667938614,45.871823667938614,46.0784837756343,46.0784837756343,46.785381332503725,46.785381332503725,51.37186805123603,,,66.72376986146043
122,46.97269651675636,46.97269651675636,47.20139617630968,47.20139617630968,47.420418117587985,47.420418117587985,50.98505189773982,50.98505189773982,51.875646359759216,67.04086003518725
121,46.945827778958794,46.945827778958794,47.25360103370809,47.25360103370809,48.23704937431682,48.23704937431682,52.498510263065995,,,67.53567226536843
120,46.60724843853504,46.60724843853504,46.876255497570114,46.876255497570114,48.349221648938965,48.349221648938965,52.20144258596122,52.20144258596122,53.205732045656696,67.97138726400225
127,48.65003816717182,48.65003816717182,48.925930573980224,48.925930573980224,49.06746034994169,49.06746034994169,52.987228212814536,,,68.11784754203222
125,47.88239845926966,47.88239845926966,48.19124568374269,48.19124568374269,49.81443959690539,49.81443959690539,53.081242434920284,,,68.126169790432
118,46.124914364489264,46.124914364489264,46.4828690172586,46.4828690172586,47.15373239954163,47.15373239954163,51.657990122183435,,,68.32846121589414
126,48.506463464640866,48.506463464640866,48.832178131031526,48.832178131031526,49.7546077658808,49.7546077658808,54.02177910773366,54.02177910773366,54.90951254933489,69.02716262338149
123,47.257506875115396,47.257506875115396,47.521012914030116,47.521012914030116,49.59049897552904,49.59049897552904,54.28030588655188,,,69.64959663224708
133,52.07769018528699,52.07769018528699,52.28644888647346,52.30708099936729,52.51551542420602,52.51551542420602,55.90373758024824,55.90373758024824,56.78161049173305,72.00007680487276
129,51.3985988621202,51.3985988621202,51.61205802308392,51.61205802308392,52.56155526698679,52.56155526698679,56.5676239881394,56.5676239881394,57.47027839515667,72.14169143209544
134,52.09942172841915,52.09942172841915,52.288232387727355,52.51551542420602,53.01921110048038,53.01921110048038,56.19620851061357,,,72.35549771193106
135,52.635373600001394,52.635373600001394,52.85388223454095,52.85388223454095,52.89433483048355,52.89433483048355,57.01339407232329,,,72.56267457779873
130,51.632640455039876,51.632640455039876,51.84146330078475,51.84146330078475,52.30708099936729,52.30708099936729,57.62539183251926,,,72.66043664050048
138,53.429473864966766,53.429473864966766,53.65069854747967,53.65069854747967,54.390867641555644,54.390867641555644,57.67677650903558,,,72.78368461652884
136,52.89519913270308,52.89519913270308,53.13694254642218,53.13694254642218,54.43238488160964,54.43238488160964,58.050770310343914,58.050770310343914,59.23527723555338,73.06252345587427
132,52.04832393746072,52.04832393746072,52.261283378008,52.261283378008,52.7234806084872,52.7234806084872,57.45692170463784,,,73.27271112176409
141,54.244792070181305,54.244792070181305,54.46835072082064,54.46835072082064,55.15383508994933,55.15383508994933,59.207441345315566,59.207441345315566,60.264969225442464,74.23970406659075
128,50.81446990302922,50.81446990302922,51.07519721506101,51.07519721506101,54.375098280005076,54.375098280005076,58.850363725315304,58.850363725315304,59.915712255460974,74.3535295298436
140,53.938694456185345,53.938694456185345,54.278815645542906,54.390867641555644,54.42847825184607,54.42847825184607,57.94526357697314,,,74.51775523439865
145,55.006420173847005,55.006420173847005,55.19494190009972,55.19494190009972,55.676418097409766,55.676418097409766,58.545907880746505,58.545907880746505,59.7014096038633,74.60703091222399
137,53.149496723569186,53.149496723569186,53.41182048510375,53.41182048510375,55.02450996168198,55.02450996168198,59.35219440608251,,,74.93070081794127
139,53.5164623741343,53.5164623741343,53.783896531272376,54.375098280005076,55.02167348941939,55.02167348941939,59.556272463594745,,,75.21854266394048
142,54.40871206696887,54.40871206696887,54.617450234783206,54.617450234783206,55.512881008762186,55.512881008762186,59.36099490968263,,,75.30353218965146
147,55.31972765032072,55.31972765032072,55.52065202294104,55.52065202294104,56.97654304764223,56.97654304764223,61.1448063044529,61.1448063044529,62.37961939692125,76.29053157205111
131,51.72495676963598,51.72495676963598,52.0323095078626,52.0323095078626,57.234044410996795,57.234044410996795,61.08699189493171,,,76.338031692597
144,54.90191212322887,54.90191212322887,55.124975824007436,55.124975824007436,56.748882998133254,56.748882998133254,61.55359017312669,61.55359017312669,62.92216905490436,76.66868456892146
148,55.348400748713196,55.348400748713196,55.55732073248469,56.748882998133254,57.01246503759285,57.01246503759285,60.62477530539576,60.62477530539576,61.49405794186035,76.71673170986261
143,54.53870898881924,54.53870898881924,54.81805523631531,55.02167348941939,57.91664107263218,57.91664107263218,61.69165697250351,61.69165697250351,62.82052442475751,76.90811281034169
150,56.14176637866242,56.14176637866242,56.438531738084016,57.01246503759285,57.244859488240046,57.45692170463784,61.35113839062329,,,77.53796469266382
156,57.64472635494488,57.64472635494488,57.987186625191356,58.72757544414383,59.126696310111534,59.36099490968263,62.60188479755738,62.60188479755738,63.858011564840595,77.72615423501286
146,55.251984726401275,55.251984726401275,55.54516645621998,55.676418097409766,57.957071352865,57.957071352865,62.34768752603984,62.34768752603984,63.26288138019574,78.04811456367142
149,55.458363483603165,55.458363483603165,55.682348226082304,56.97654304764223,57.94049437118922,57.94049437118922,62.68899973650957,,,78.1889032247311
154,57.55068674449998,57.55068674449998,57.924335788014744,58.09091263347556,58.698389818096906,58.698389818096906,62.26945151145168,,,78.2315325454004
155,57.551927437175166,57.551927437175166,57.86756499110826,57.94049437118922,58.93507840999668,59.207441345315566,62.967850817331865,,,78.45340672270142
151,56.45866131377881,56.45866131377881,56.63255994790243,57.234044410996795,58.72757544414383,58.850363725315304,62.23327206437365,,,78.71726101323246
162,59.05089976607803,59.05089976607803,59.26983799688396,59.3721634996296,59.4145680351795,60.62477530539576,64.07476579757613,64.07476579757613,65.06072610274826,79.09084205397859
158,57.79133717115762,57.79133717115762,57.98217308593868,58.698389818096906,59.3721634996296,59.556272463594745,63.927832082050976,,,79.14358824239164
153,57.26533526489853,57.26533526489853,57.50060633514802,57.50060633514802,58.09091263347556,58.09091263347556,61.84574003505675,,,79.19436224467879
157,57.64564577710736,57.64564577710736,57.90198127608378,57.957071352865,59.036585133124625,59.35219440608251,63.94447055385659,63.94447055385659,64.69095142759292,79.4448442592504
160,58.38653228214303,58.38653228214303,58.60196144176497,59.036585133124625,59.84505062571391,61.08699189493171,64.41504739920865,,,79.57722911731915
161,58.73899543624103,58.73899543624103,59.06370614468937,59.126696310111534,60.03422490448186,61.1448063044529,65.08497422024855,,,80.40274658830737
159,58.1811240991066,58.1811240991066,58.43880884493795,58.93507840999668,60.242406941455876,61.35113839062329,65.2574746635056,65.2574746635056,66.52420263879782,80.47185115078565
169,59.84358768620612,59.84358768620612,60.070449924352936,60.300138963514556,60.31277723094793,61.69165697250351,65.58443373993961,,,80.79088141507707
173,61.96631493114615,61.96631493114615,62.20821344944065,62.20821344944065,62.278052297856995,62.967850817331865,66.08088656003518,,,81.19532017016644
166,59.67214597949402,59.67214597949402,59.8790105064992,60.242406941455876,60.300138963514556,61.55359017312669,65.73169938979231,,,81.19670182170968
172,61.489911497979485,61.489911497979485,61.7192354345391,61.7192354345391,62.270834540749334,62.68899973650957,66.33096050843855,66.33096050843855,67.76204479411376,81.3672418998203
165,59.531938811779455,59.531938811779455,59.72075978723936,60.03422490448186,60.475939818684196,61.84574003505675,66.2154335771045,66.2154335771045,67.34974152015577,81.37797631378947
163,59.486873383453435,59.486873383453435,59.69100567674321,59.84505062571391,60.98887893770017,62.34768752603984,65.56733510949702,65.56733510949702,66.6940501961354,81.76330151160256
168,59.78971251265579,59.78971251265579,60.12002916560341,60.475939818684196,60.871818328104744,62.26945151145168,66.17038557529455,66.17038557529455,67.18128564401665,81.78250130923126
164,59.49751960326811,59.49751960326811,59.64975588648063,59.64975588648063,61.54228788085161,62.60188479755738,66.70620829385449,66.70620829385449,68.19468829137682,82.11129886219247
152,57.21706349161493,57.21706349161493,57.53105769946675,57.91664107263218,60.719019626981876,62.23327206437365,66.42318801326434,,,82.33028128212963
167,59.780912840461234,59.780912840461234,60.07060908691777,60.31277723094793,62.36433188357331,63.927832082050976,67.7984835578835,,,83.04929682724463
175,62.1753757174811,62.1753757174811,62.36907185401243,62.36907185401243,62.402017972602806,63.94447055385659,68.1623515552948,,,83.17150540303214
171,61.41121023886577,61.41121023886577,61.68908096354738,61.68908096354738,62.860637559533906,64.07476579757613,68.66283893956964,68.66283893956964,69.6149511911471,84.01797318147659
179,63.192485477253534,63.192485477253534,63.517071320848814,63.64236324585752,64.42955244899547,65.56733510949702,69.14690072739995,69.14690072739995,70.32232864948145,84.16441855322967
176,62.408267404399844,62.408267404399844,62.67350423211685,62.67350423211685,63.64236324585752,64.41504739920865,69.20138321434668,,,84.35575025088426
178,63.172228393077134,63.172228393077134,63.32784108999829,63.32784108999829,64.8554561220667,65.58443373993961,69.78060727667679,69.78060727667679,70.87244539719832,84.90498011651731
170,61.06711537431937,61.06711537431937,61.34279634144149,61.34279634144149,64.02031869273458,65.2574746635056,69.87587637033937,69.87587637033937,71.21374983375065,84.93224756292432
174,62.01661840175502,62.01661840175502,62.30470468538481,62.30470468538481,63.803367385751976,65.08497422024855,69.54278038910532,,,84.98511974704181
182,64.17168894552384,64.17168894552384,64.3981368962979,64.42955244899547,65.54590279374483,66.17038557529455,70.03043731817014,70.03043731817014,71.26281800370022,85.39356703653408
183,65.80839482520244,65.80839482520244,66.16530869734872,66.16530869734872,66.60334253858791,66.60334253858791,70.4977598632697,70.4977598632697,70.89558431031841,85.59100101668746
177,62.83264613483298,62.83264613483298,63.03317738614409,63.03317738614409,64.9285071040079,65.73169938979231,69.69070892556921,,,85.8086940302795
180,63.44356876412916,63.44356876412916,63.732210333622675,64.02031869273458,66.72741283706709,66.72741283706709,70.61152050667303,70.61152050667303,71.90491974932453,85.87250446128607
