ts,occ
28.385238691706963,46.0
28.83153086945402,47.0
28.99017085682177,48.0
29.087026626262038,49.0
29.17707640964894,50.0
29.28567264104785,49.0
29.506147674141094,48.0
29.533976054451074,49.0
29.653474570986543,50.0
30.35635662678993,49.0
30.372636752202244,50.0
30.456768047291902,51.0
30.657971546619276,52.0
31.148852312322177,51.0
31.394589208956248,50.0
31.41598244806526,49.0
31.84199315740874,48.0
31.84545461767655,47.0
31.877980517973203,48.0
31.90400618912688,47.0
32.08149167454843,46.0
32.12033328081756,45.0
32.31208354084093,46.0
32.46195937611623,47.0
32.5261073154742,48.0
32.722772843496344,49.0
32.889019281395036,48.0
33.006334408833844,49.0
33.2546019077565,48.0
33.269828637180346,47.0
33.41929030134924,46.0
34.18261841080567,47.0
34.30200143839634,48.0
34.33326798545586,47.0
34.50835525340757,46.0
34.73823967248368,45.0
35.20929082284523,46.0
35.23274036120127,45.0
35.42505823882085,44.0
35.431715908091746,45.0
35.436012455819736,46.0
35.871036542676144,45.0
35.909139209210835,44.0
36.18716812731855,45.0
36.467247675481445,44.0
36.47226090784522,43.0
36.60298163309992,42.0
36.85868954706327,41.0
36.95997664821006,40.0
37.17764821121702,39.0
37.27648918138004,40.0
37.48290644454961,39.0
37.52170220823895,40.0
37.553849878654766,41.0
37.62443020293079,42.0
37.67041587277289,43.0
37.74429981140506,42.0
38.19311639773454,41.0
38.31319059541873,40.0
38.498859997681535,39.0
38.828108924394975,40.0
38.865501011658985,41.0
38.866213629417494,40.0
39.05869266889265,41.0
39.41878952027629,40.0
39.4500116136583,39.0
39.53829154456802,38.0
39.627932674414424,39.0
39.883733369260774,40.0
39.9011370237807,39.0
40.00705060398359,40.0
40.15234316138975,41.0
40.50535571268275,42.0
40.553825584521284,43.0
40.56050583979578,42.0
40.84660940443822,43.0
41.12690792198093,42.0
41.235408030242425,43.0
41.25831754322191,44.0
41.369341454910014,45.0
41.377427748887655,44.0
41.54053379212623,45.0
41.59765258770947,46.0
41.91562584418397,47.0
41.9876000616838,48.0
42.13595482822246,47.0
42.215643464114606,48.0
42.86918802431112,49.0
42.96957605566165,48.0
43.024782541442946,47.0
43.46033767046639,46.0
43.78705868067346,47.0
44.06533797065394,46.0
44.095085144835,47.0
44.193439616140374,46.0
44.25476900130152,47.0
44.26143213034344,46.0
44.46187275844309,45.0
44.56177524821347,44.0
44.599605685541945,43.0
44.693974858364456,44.0
44.7744110783787,43.0
45.28894250175129,44.0
45.29825671593578,45.0
45.3169519692661,46.0
45.47699434526321,45.0
45.697137754406604,46.0
45.698346670015184,47.0
45.71898165326465,46.0
45.74049718785796,47.0
46.03941793291844,46.0
46.08905831503022,47.0
47.31716105147072,48.0
47.32293494336891,49.0
47.50707892361648,48.0
47.61216942623955,47.0
47.65515907445983,46.0
47.676767048839096,45.0
47.76722437172677,46.0
47.82438722937551,45.0
48.185489858942006,44.0
48.287223641306966,45.0
48.444457746952104,46.0
48.594464266206984,47.0
49.33747621631718,46.0
49.35661548971814,47.0
49.600817786821125,48.0
49.649629411101614,49.0
50.224597829266834,50.0
50.26033971400938,51.0
50.504733281463885,50.0
50.50774673464058,49.0
50.6896068895382,50.0
50.74979545619606,51.0
50.77311320559161,50.0
50.93017924053252,51.0
50.95983050931882,52.0
51.20708594881523,51.0
51.346435560386766,52.0
51.35642420944169,53.0
51.604871750372354,54.0
51.74150987583057,55.0
51.839335790307125,54.0
52.31873714781111,53.0
52.394826868492196,54.0
52.60251496856445,53.0
52.683666455279614,52.0
53.20932619221306,53.0
53.33416734125548,54.0
53.343853536504604,53.0
53.88717644023524,54.0
54.17674455756322,53.0
54.42179917975319,52.0
54.45972173510067,51.0
54.618920222625114,52.0
54.76645434785176,53.0
54.80997240985016,54.0
54.95918857517408,53.0
54.97310319458718,54.0
55.06079890242965,55.0
55.152314346677564,56.0
55.18726258559792,55.0
55.20181332233835,56.0
55.21371097240768,55.0
55.2933776496006,54.0
55.48624848898737,53.0
55.618626760236026,52.0
55.98860487870124,53.0
56.182055319676664,54.0
56.303156934704866,53.0
56.606186976977625,52.0
56.651912144790884,51.0
56.65211827997311,52.0
56.65931668439344,53.0
56.698589165214514,54.0
56.79427426337013,53.0
56.95208846664496,54.0
57.07103175820371,53.0
57.13935434701223,52.0
57.18515273402249,51.0
57.293050611150186,50.0
57.38181458447449,51.0
57.47380101655865,50.0
57.75490073172022,49.0
58.01658182982062,50.0
58.24139551204848,49.0
58.513669059300426,50.0
58.65923111528787,51.0
58.81201240597231,52.0
59.110270760993615,53.0
59.12973025914382,52.0
59.432514507033694,53.0
59.48918975784527,54.0
59.68993582088937,53.0
59.80021902730997,52.0
59.856193136105944,53.0
60.34318407144749,52.0
60.419561830968995,51.0
60.48520816129006,52.0
60.583091207456214,53.0
60.60491135157134,52.0
60.77624210087168,53.0
60.78338468874007,54.0
60.83364924790306,55.0
60.86583060566205,56.0
61.007443706784315,55.0
61.03571394157585,54.0
61.19378608287586,53.0
61.596026373563994,52.0
61.776052073621656,53.0
61.89353006421739,54.0
62.14244156399434,55.0
62.340447328463014,56.0
62.379952679411424,55.0
62.443489186273,54.0
62.69612007557825,55.0
63.038171252611264,54.0
63.05840786604135,53.0
63.133740949759265,54.0
63.29254632999483,55.0
63.48361501917356,56.0
63.71140358530538,55.0
63.71179390764204,56.0
63.75054781961144,57.0
64.01852519090814,56.0
64.0775630778608,57.0
64.14968787908778,58.0
64.33657134863805,59.0
64.44651284262446,58.0
64.64375909150945,57.0
65.17240490684439,56.0
65.25964284338947,55.0
65.26012226634279,56.0
65.45184096495251,57.0
65.76350551853767,56.0
65.81700237345963,55.0
65.96354524608384,54.0
66.0848128724499,53.0
66.22716325927759,54.0
66.35829143527755,55.0
66.42562462464257,54.0
66.45253998527978,55.0
66.47450232185338,56.0
66.72187822190223,57.0
66.79990920066771,58.0
66.87271652050134,57.0
66.88015959170588,58.0
66.89338699839294,57.0
67.43712708016564,56.0
67.50992126428697,55.0
67.51323601207689,54.0
67.52466756664293,55.0
67.58693566503685,56.0
67.81189743832574,57.0
67.83802953709488,56.0
68.22130536783395,57.0
68.49010754374375,56.0
68.90975322984465,55.0
69.01144587769072,54.0
69.36747918925575,55.0
69.77900351820333,56.0
70.11887973328527,55.0
70.19642398270308,56.0
70.21788957874081,55.0
70.25201025322131,54.0
70.33610816391035,55.0
70.34317732505194,56.0
70.5226199905054,57.0
70.58180356360864,58.0
70.65268805207138,57.0
70.66569460999425,56.0
70.6928861400658,57.0
70.8820201102239,56.0
71.08183063223194,57.0
71.20390333662372,56.0
71.3888051939973,55.0
71.80028249153159,54.0
71.91296565249456,53.0
71.96244526398218,52.0
71.98653816198237,51.0
72.02348650493086,52.0
72.21686078616443,51.0
72.3653374112973,52.0
72.49624819460574,51.0
73.02774598545135,52.0
73.19687686886091,51.0
73.24517382441856,52.0
73.77222030208937,53.0
74.07210304736745,54.0
74.33294637273505,53.0
74.38460645117209,52.0
74.575502747888,51.0
74.60935890013026,50.0
74.6973177472937,49.0
74.97578024518428,48.0
75.24802671132846,49.0
75.50272598711977,48.0
75.6695494899651,47.0
75.83109872915809,46.0
75.95802208774357,45.0
75.9962939904633,46.0
76.056712212872,45.0
76.11315753577765,46.0
76.48583696311101,45.0
76.69015655288719,46.0
76.93617769633205,45.0
77.02138599643095,44.0
77.26932642913533,43.0
77.41038287098696,42.0
77.49372580386279,41.0
77.76607480282928,42.0
77.9126799271203,43.0
78.08470599866378,44.0
78.14098761421046,43.0
78.15141479694582,42.0
78.16718122864255,43.0
78.3132972242845,44.0
78.35578768080613,45.0
78.48216408272216,46.0
78.51853685968635,47.0
78.53180570286047,48.0
78.66738926116842,47.0
78.91665378245767,46.0
78.99609858838375,45.0
79.03153185167776,44.0
79.04218325910716,45.0
79.1020599303972,44.0
79.3488414308038,45.0
79.83440621216346,46.0
79.87944229135184,47.0
79.94127439302322,46.0
79.97416654625711,47.0
80.2221106031741,48.0
80.41468816070466,47.0
80.7648702198152,46.0
81.21673930156355,47.0
81.28542541552335,46.0
81.52846912762489,45.0
81.7159106798665,44.0
81.84887608118805,43.0
81.89321441328941,42.0
82.01001877121003,43.0
82.0572278945695,44.0
82.18749466912071,43.0
82.25262161675374,44.0
82.29513923269437,43.0
82.3139966900704,44.0
82.37400296003712,45.0
82.41606485714982,44.0
82.58389260957382,45.0
82.59082758801952,44.0
82.74807628870832,43.0
83.14138843477308,44.0
83.44692120954129,43.0
83.69186255936593,44.0
84.51479804633367,45.0
84.55129772355384,46.0
84.6218382237335,47.0
84.92023419522567,46.0
84.92865813614375,45.0
85.03228144741989,46.0
85.08491721880881,47.0
85.10916073367126,48.0
85.40436431964982,47.0
85.67960483182533,48.0
85.8514027168266,49.0
85.92460498908714,48.0
85.96286613590105,47.0
86.10181429919265,46.0
86.12298865892075,45.0
86.29727198068129,44.0
86.4115019515089,45.0
86.6217205232159,46.0
86.63661562849565,47.0
86.69128256267656,46.0
86.78021022538853,45.0
87.40531586976682,46.0
87.57522074660918,45.0
87.94844875882168,46.0
87.98391361409753,47.0
88.06014569450072,48.0
88.0635762713887,47.0
88.09449363249715,48.0
88.54324033659445,49.0
88.55047621390905,50.0
88.75194830903183,49.0
88.8317587990767,48.0
88.84389257458784,47.0
89.18609319677113,48.0
89.27961796234075,49.0
89.60707930022602,48.0
90.06302410102141,49.0
90.18895269981364,50.0
90.38667065172653,51.0
90.40879020189207,50.0
90.46349141420637,51.0
90.54795294741149,52.0
90.88327268249526,53.0
91.44539013584644,52.0
91.69094595546642,51.0
93.33226293667748,50.0
93.40911169494846,49.0
93.44956075137867,48.0
93.5198273181028,47.0
93.52458570370729,48.0
93.55673432524866,47.0
93.62153864923427,46.0
93.73064789127748,45.0
94.13906084851122,44.0
94.28678897280335,45.0
94.59137663902203,46.0
94.67262405593414,45.0
94.70146037274687,44.0
95.15848686858693,43.0
95.23691515483105,42.0
95.2628225396675,43.0
95.27332071938801,42.0
95.310016093191,41.0
95.36695724952531,40.0
95.6600125015144,41.0
95.97040443620452,42.0
96.0883174148513,43.0
96.28435346259913,42.0
97.4498206495141,41.0
97.4907880300665,40.0
97.58612818649117,39.0
97.63520871955582,38.0
97.68106105536023,37.0
97.71693473649486,36.0
97.74112859436383,37.0
97.79460794739128,38.0
97.9166151243922,39.0
97.95713893778853,38.0
97.98710882245061,39.0
98.58234530957819,40.0
98.68230619306327,39.0
98.9020244375715,38.0
99.6645982435467,37.0
99.89827899466123,36.0
99.93434468536806,35.0
100.11162989508395,34.0
100.1634655933298,33.0
100.45696372518023,32.0
100.47321607806589,33.0
100.75053072919137,34.0
101.0252594321697,33.0
101.1356095621891,34.0
101.23184275845858,33.0
101.39969540772,34.0
101.62586880054285,35.0
101.6560184206072,34.0
101.83332118927915,33.0
102.13970930069675,34.0
102.26267680557032,33.0
102.42748887591803,34.0
102.92803623555483,33.0
103.05430737180323,32.0
103.29748463379035,33.0
103.31089786785991,34.0
103.5326670572741,33.0
103.78295390303468,32.0
103.81890869069196,31.0
104.06310585427897,32.0
104.12571371706349,33.0
104.29595743460862,34.0
104.44035312022929,33.0
104.57460301246653,34.0
104.68211543812649,33.0
104.81713398404983,34.0
105.08760639521729,33.0
105.57580214777366,32.0
105.57890433802508,33.0
105.61324014961292,32.0
105.61331546909383,33.0
105.64086158340325,32.0
105.74503853204045,31.0
105.88889715577855,32.0
105.92836531538165,31.0
106.16463650010634,30.0
106.24805519231633,31.0
106.27256064211572,30.0
106.75205718213601,31.0
106.84452526691162,32.0
107.04099039249,33.0
108.50921491721469,34.0
108.96802166566877,35.0
109.04011116716865,36.0
109.24541266379042,37.0
109.38788674631184,38.0
109.43054428408391,39.0
109.52480629423032,40.0
109.73929552240263,39.0
109.88402740571232,38.0
110.08485712071698,39.0
110.12872602263164,40.0
110.30193607493763,41.0
110.42596444585489,42.0
110.98317101418559,43.0
110.99562986727162,42.0
110.99906716080531,41.0
111.02287553224613,42.0
111.02301944045253,41.0
111.12081216617833,40.0
111.14755392584952,39.0
111.39348764224978,40.0
111.60478476580644,41.0
112.42059053546144,42.0
112.50586295713444,43.0
112.52337166628644,44.0
112.53475357454448,45.0
112.73516386374213,46.0
112.82533005602411,45.0
112.95889611395008,46.0
112.96791326405489,45.0
113.06642232535519,44.0
113.13020121213621,43.0
113.43934486334146,44.0
113.46366562335903,45.0
113.80699986261727,46.0
114.03715774063392,45.0
114.05690953570775,46.0
114.6139206403342,47.0
114.82824551232162,48.0
114.98352774734035,49.0
115.21127568054612,50.0
115.5428999505497,49.0
115.57060772892581,50.0
116.29378843398237,49.0
116.44344061101829,48.0
116.45668032295242,47.0
116.56683316534942,48.0
117.08467734643317,49.0
117.1649473079684,50.0
117.2549935996521,49.0
117.29035441330414,48.0
117.39682563556708,49.0
117.58164885337528,50.0
117.63427912754682,49.0
117.7565201300771,50.0
117.94011566465957,51.0
118.12624126788803,52.0
118.32290778749643,51.0
118.37276030225145,50.0
118.72499380888696,51.0
118.80892555205534,52.0
119.43490084537842,53.0
119.5131196301544,52.0
119.67039653341553,51.0
119.88793380781887,50.0
120.01915171372168,51.0
120.09012327126736,50.0
120.62784015179932,49.0
120.67903949203574,48.0
121.07223324072935,47.0
121.09196554732506,46.0
121.37679121436872,45.0
121.76584021246396,44.0
122.00852020121341,45.0
122.22855923817959,44.0
122.41400918762673,43.0
122.45292351753842,44.0
122.61676904285453,45.0
122.64707997607229,46.0
122.77871605908186,47.0
123.12613306047345,48.0
123.82895792333082,49.0
123.96908437675,50.0
124.05692571361584,49.0
124.58272700957114,48.0
124.68794020835915,47.0
124.72811936188391,46.0
124.76063755617076,47.0
124.97661028422425,46.0
125.10567806424119,45.0
125.17616400203002,46.0
125.30852715237661,45.0
125.41226044185015,44.0
125.50824612658316,43.0
125.5768681372941,44.0
125.80968972893757,43.0
126.04030962099986,44.0
126.13303890524224,43.0
126.14487811223047,42.0
126.19170321778898,43.0
126.2545515075836,42.0
126.32589790574761,43.0
126.43364147398894,44.0
126.54939531569502,45.0
126.61641992753273,46.0
126.6504247097493,45.0
126.76404145874989,46.0
126.90513264324954,47.0
126.98217772749597,48.0
127.56908168603167,47.0
127.59129407377387,46.0
127.63806352524162,47.0
127.86763241524694,48.0
127.88721405408768,49.0
128.09467877390955,48.0
128.19198957056767,47.0
128.5402734229577,46.0
128.81161069333615,45.0
128.86244532432164,44.0
128.9854771482814,45.0
129.0987936661469,44.0
129.2746460844223,43.0
129.3438705397531,44.0
129.48022741933607,43.0
129.76089967875632,42.0
129.77210913645644,41.0
129.9825162991568,42.0
129.9990391112487,41.0
130.00487526745215,42.0
130.20060653238755,43.0
130.21828343805544,42.0
130.22438037798727,41.0
130.3973623572318,42.0
130.49022145074036,43.0
130.6715092281127,44.0
130.72928875612192,43.0
130.84306193541084,44.0
130.91435600915702,45.0
130.9200111664014,46.0
130.9462186461438,47.0
131.53270263670117,48.0
131.96735470529342,47.0
132.169282261708,46.0
132.2085045968573,47.0
132.49845182861011,48.0
132.8017713385642,47.0
132.87448553636173,48.0
132.9051541343298,47.0
132.93080735371996,46.0
133.1905615575493,45.0
133.42910542284244,46.0
133.5485909957967,47.0
133.67583486914626,48.0
133.713499629942,49.0
134.3279175688132,48.0
134.40443616826613,47.0
134.4835010925054,48.0
134.51282245588718,47.0
134.57019876885224,48.0
134.5794933378509,49.0
134.63859226408823,48.0
134.8990554045252,49.0
134.98190596804645,50.0
134.98528987773082,51.0
135.07022657059264,50.0
135.10502787481678,51.0
135.3148022696334,50.0
135.44732402548163,51.0
136.2902064374884,52.0
136.72079631791357,53.0
137.0921866893265,54.0
137.0988113716765,53.0
137.1634447173153,54.0
137.40769929709057,55.0
137.5814965943917,56.0
137.75931258494427,55.0
137.88976262786238,54.0
138.12464144690736,53.0
138.13043746474537,52.0
138.1378766530041,53.0
138.29746422349544,54.0
138.45564048453815,55.0
138.61084249301143,56.0
138.66359071297464,57.0
138.6904582739158,56.0
138.97496724603673,57.0
138.9903549722473,56.0
139.01604646213815,57.0
139.02886180536134,56.0
139.45859662448268,57.0
139.7935138393397,58.0
140.04651537775487,57.0
140.34558483518043,56.0
140.67823567623932,55.0
140.79047820426837,56.0
140.99327058092447,57.0
141.2086767134946,56.0
141.61910996678154,57.0
141.66446070490213,56.0
141.69730878886395,55.0
141.93332666789888,56.0
141.97426599474213,57.0
141.9884343678484,56.0
142.15362841649113,57.0
142.19569902830216,56.0
142.1985419945173,55.0
142.39893851055098,56.0
142.41160717654805,57.0
142.46337780309946,56.0
142.52485573768578,55.0
142.57920019429056,56.0
142.65252211484108,55.0
142.74923432414164,54.0
142.95159593056098,53.0
143.13994378315297,52.0
143.29786146393678,53.0
143.67255581148189,54.0
144.06821398934062,55.0
144.5020605227691,56.0
144.5284814697721,57.0
144.62949564174207,58.0
144.66359524114924,57.0
144.92607950837788,58.0
145.05123333290868,57.0
145.2026662743639,56.0
145.48560210932246,57.0
145.62958629291265,56.0
145.8611395474431,55.0
145.95911811785328,54.0
145.97168808135285,53.0
145.9781715342224,52.0
145.99381660705558,53.0
146.0414270086401,52.0
146.31836841982656,51.0
146.39117062067695,52.0
146.67618870570436,51.0
146.67900874026586,50.0
146.85390428474102,51.0
146.86044659395424,52.0
147.20372060454238,53.0
147.64085874135728,52.0
147.77001061061262,51.0
147.82828513330142,50.0
148.06907618297575,51.0
148.1119649300897,50.0
148.154859810929,51.0
148.51144613150336,52.0
148.5599038204956,51.0
148.8833899853983,50.0
149.7528035310133,49.0
149.9253024598999,50.0
150.02490545086877,51.0
150.08423196959188,50.0
150.30856270796048,49.0
150.35666960878027,48.0
150.36649348133255,47.0
150.40658390869436,46.0
150.51554880320634,45.0
150.7603715793187,44.0
150.88464373996163,43.0
151.21942101495492,44.0
151.53037827361374,45.0
151.56435891257405,46.0
151.57433400643342,47.0
151.6817906901586,48.0
151.6861827802132,49.0
151.89988800204762,48.0
152.12298315956863,49.0
152.13364681082052,50.0
152.13668133139174,49.0
152.2714065925818,50.0
152.36491193009573,51.0
152.41781936701028,50.0
152.43781655574224,51.0
152.7429758184219,52.0
152.7590655729185,53.0
153.05783500329503,52.0
153.33324129297623,51.0
153.5201569141102,50.0
153.52478512270469,51.0
153.76688880275202,50.0
153.7802067498017,49.0
153.8180708613847,48.0
153.82170778447696,47.0
153.84335898219092,46.0
154.04386087083682,45.0
154.29184884894656,46.0
154.62961305753177,45.0
154.7921169585225,44.0
155.2055117848906,43.0
155.57105292941,44.0
156.20400844434272,43.0
156.30351031495456,44.0
156.39050013306164,43.0
156.40745646464399,42.0
156.81031060636994,43.0
156.93107613024074,42.0
157.11076323490303,41.0
157.18184853499716,42.0
157.21036776626835,43.0
157.44206762283187,42.0
157.5894425564653,41.0
157.7532904677049,40.0
157.84878900414168,41.0
157.90066225815576,40.0
157.9612264673038,39.0
158.2298699725544,40.0
158.63027523634355,39.0
158.7790952405027,40.0
158.96323034738745,39.0
159.13555385161257,38.0
159.2642725324509,39.0
159.26468718829523,40.0
159.51547409608298,41.0
159.61537850830166,40.0
159.78876632752244,39.0
159.8277966367843,40.0
159.85134215981813,41.0
160.25355302594565,42.0
160.29218950501465,43.0
160.77764443289425,42.0
160.82038061335237,43.0
160.96075197550505,44.0
161.1032678929843,43.0
161.11679436597763,42.0
161.30237102350122,41.0
161.6945546724317,42.0
161.8693098123137,43.0
161.90760470198362,42.0
162.0389247800841,43.0
162.09287267262465,44.0
162.162659081296,43.0
162.40694446105294,44.0
162.62147617756557,43.0
162.64823430911906,42.0
163.17074915145136,43.0
163.54707712787769,42.0
163.57519524766704,41.0
164.41479129126046,42.0
164.66414457231875,41.0
165.2083766945405,40.0
165.59687457725903,41.0
165.62723268310637,40.0
165.66049105698445,41.0
166.1304909133951,42.0
166.31957493459672,43.0
166.3637310052034,42.0
166.47616355746695,43.0
166.63739807156117,44.0
166.66554803988566,43.0
166.83640428863632,42.0
167.2303199596105,41.0
167.2810794058867,40.0
167.31251759370085,39.0
167.39511839231207,38.0
167.4781255721889,39.0
167.50726476137316,40.0
167.52725852465952,39.0
167.5638397872047,38.0
167.66978239675007,39.0
167.69846652759463,40.0
167.87596363342686,39.0
167.94994507181758,38.0
168.04466115805798,39.0
168.14255769840184,38.0
168.37322275576696,37.0
168.71977846069944,38.0
168.96678629409138,39.0
169.47898541907483,38.0
169.55115330953183,37.0
170.04173343714137,38.0
170.2844686406047,39.0
170.28766446557663,40.0
170.51149107122922,41.0
170.51261838351465,42.0
170.55230695076472,43.0
170.6278839622882,44.0
170.7134709826706,45.0
170.77570772620314,44.0
171.307857094169,45.0
171.3809103437329,46.0
171.43533583739176,47.0
171.78377040478628,48.0
172.06617719173792,49.0
172.25067539358412,50.0
172.4386722809132,49.0
172.45110037384063,48.0
172.64734118626131,49.0
172.87982075380796,48.0
173.06015422778566,47.0
173.66623338648844,46.0
174.11833203348976,47.0
174.2623191353905,46.0
174.28646451712714,45.0
174.3586617137656,46.0
174.43904321610293,47.0
174.44689626866932,48.0
174.5260597025657,47.0
174.6008682965982,46.0
174.74786441052876,47.0
174.89806301170475,48.0
174.90113431694175,47.0
174.9042464298093,48.0
174.9602621887944,49.0
175.07839023960864,50.0
175.30170144126834,51.0
175.6134131908458,50.0
175.8427703089233,49.0
175.89313041116696,48.0
175.95460179660358,49.0
176.14704921274745,50.0
176.16714682702073,49.0
176.25894790310508,50.0
176.28302175651513,51.0
176.30499696275115,50.0
176.39585669870615,49.0
177.466687359265,48.0
177.52099417011237,47.0
177.5350322945924,46.0
177.67917412966773,45.0
177.8330389027273,46.0
177.97125756250156,47.0
178.01427525550847,46.0
178.1227105084892,47.0
178.21790917584127,46.0
178.21804156541137,47.0
178.62427848512436,48.0
178.6582398644333,49.0
178.78976451097196,50.0
178.84820295089006,51.0
178.88897176589222,52.0
179.60355616657165,53.0
179.92331516364058,54.0
180.07113668605206,55.0
180.12463544744688,56.0
180.3753903593364,57.0
180.39840669692796,56.0
180.82108576120388,55.0
180.9109340128044,54.0
181.50468872125757,53.0
181.6789081679144,52.0
181.90637103809635,53.0
182.28052365720967,54.0
182.29723442259709,55.0
182.39063599716337,56.0
182.4269049202534,57.0
182.64360043776844,56.0
182.92374384065317,55.0
182.98536956335988,56.0
183.0116738854365,55.0
183.10854915848003,56.0
183.1544678671169,55.0
183.22298735399346,56.0
183.22330937344208,57.0
183.71213799294443,56.0
183.9429594925131,55.0
183.9778859022957,54.0
184.0210838201458,53.0
184.1475648487163,54.0
184.20020731640795,55.0
184.29559671094884,54.0
184.45550898656592,55.0
184.6359565504977,56.0
185.09751422795455,57.0
185.40748305801495,58.0
185.43677523781102,57.0
185.48621328023583,56.0
185.49819791456346,55.0
185.55345698697687,54.0
185.83868796595996,55.0
185.9657174691303,54.0
186.1004118775074,53.0
186.12021475010923,52.0
186.1690206987652,53.0
186.4545075145176,52.0
186.71497092066355,53.0
186.73188279365587,52.0
186.8073758377507,51.0
186.97125722892144,50.0
187.12303692815786,49.0
187.209081225965,48.0
187.2714739641071,49.0
187.39019855296758,48.0
187.44763897165552,49.0
187.50833448747275,50.0
187.68864584434812,51.0
187.88761085945276,52.0
187.91477031468557,51.0
188.52660976734435,52.0
188.6862593001016,53.0
188.94034249417007,54.0
189.3796423536117,53.0
189.4698562285827,54.0
189.63060110250842,55.0
189.74599685459043,54.0
189.7483775411242,53.0
189.81484955542865,52.0
189.96513299789044,51.0
190.0694420557235,50.0
190.18706255202468,51.0
190.3300078323434,52.0
190.56923409990878,53.0
190.60958330653645,52.0
190.71869459656722,51.0
190.8411023474376,50.0
190.968666803447,49.0
191.2570386689212,50.0
191.32073766040358,49.0
191.50675996319927,48.0
191.57639810046848,47.0
191.91639922364377,48.0
192.52258388777958,47.0
192.7697495388677,48.0
192.91359545640734,47.0
193.127566720629,48.0
193.17191358595494,49.0
193.30382255324437,50.0
193.62530565032108,49.0
193.6452215499853,48.0
193.67213201209304,49.0
193.71650218903895,48.0
193.89247545644125,47.0
194.20777848306432,46.0
194.22388705805625,45.0
194.23469441373507,46.0
194.6968525772967,47.0
194.70870710209246,46.0
195.0194139701779,47.0
195.07180506485957,46.0
195.07543060763254,45.0
195.09859872785563,44.0
195.33087927022663,43.0
195.61553269970594,42.0
195.74761898981035,41.0
195.8018537457478,42.0
195.91018865735617,43.0
196.6030953206187,44.0
196.91051522464818,43.0
197.30680233079838,44.0
197.3562956822606,45.0
197.40834831603672,46.0
197.4374499725661,47.0
197.4992928027908,46.0
197.62205690619444,45.0
197.75860871214294,44.0
197.8162958252801,43.0
197.81981036686008,44.0
197.95343566236608,45.0
198.1653042492681,44.0
198.2971497769947,43.0
198.44909124719032,42.0
198.88921005458946,43.0
199.49401790688367,42.0
199.53069136697394,41.0
199.57642908412004,40.0
199.61451185952055,39.0
199.75578980247022,40.0
199.82517951588352,41.0
200.12801979397088,40.0
200.56816115519567,39.0
200.7223946201536,38.0
200.91716722693982,37.0
201.41374400255796,38.0
201.46257943957076,39.0
201.70692954898632,38.0
201.8078954411249,37.0
202.06755691930235,38.0
202.0793038355351,39.0
202.5487630858029,40.0
202.61031766222,39.0
202.83680849523617,40.0
203.04544987073587,41.0
203.29954147407375,42.0
203.32883225624326,43.0
203.3452686055617,44.0
203.48037489912886,43.0
203.602331077053,42.0
203.69354219511231,41.0
203.72018979969928,42.0
203.77727865217997,41.0
203.81628385149486,40.0
203.86526847300743,41.0
204.01533013060674,42.0
204.17757493812957,41.0
204.5383722663435,42.0
204.7553013915566,41.0
204.77945409157323,40.0
205.07178576778009,39.0
205.16166766593645,40.0
205.2040846242832,41.0
205.21931072618645,42.0
205.418361915968,43.0
205.65042549022158,42.0
